Başlık, Vücut Kimliği, Duruş
" Nijerya Boko Haram'la Ateşkes Sağladığını Söylüyor, Peki Doğru Kişiyle mi Görüşüyorlar?",1540, tartışmak
 James Foley'in kafasının kesilmesi: Londra'lı rapçi ve cihatçının Suriye'de bir gazetecinin öldürülmesiyle ilgili soruşturma altında olduğuna inanılıyor,616, tartışmak
" Rapor: Michael Phelps'in Tinder 'Kız Arkadaşı' Erkek Olarak Doğdu; ""Devre Arasında Seviştik""",1820, tartışmak
 Irak hava saldırısında önemli IŞİD lideri öldürüldü,1522, tartışmak
 Kaçırılan Gazeteci James Wright Foley'in IŞİD Tarafından İnfaz Edildiği İddia Edildi,726, tartışmak
"Microsoft, Silikon Vadisi Genel Merkezini Korumak İçin Dalek Tarzı Robocop'lar Kiraladı",633, aynı fikirde olmamak
" Köpek eti çorbası isteyen var mı? Kim Jong-Un, İskoçya'da Kuzey Kore lezzetleri satan bir restoran açmayı düşünüyor",1487, tartışmak
" İsrail, barajları açarak Gazze'deki sellere neden olduğu iddialarını reddediyor",1965, kabul etmek
" Milletvekilleri, Parlamento Tepesi'ndeki silahlı saldırıda hayat kurtardığı için çavuşa teşekkür etti",1356, tartışmak
 Doğrulanmamış raporlara göre ISIS İngiltere rehinesi David Haines'in kafası kesildi,2348, tartışmak
 İngiliz adam kabız Japon balığının hayatını kurtarmak için 460 dolar ödedi,91, kabul etmek
 NYC esrar bulundurulmasına yönelik tepkiyi gevşetiyor,2163, kabul etmek
 Kadın ayrılığının üstesinden gelmek için bir hafta KFC'de kaldı,2043, kabul etmek
 Rajasthan: Öfkeli kalabalık tecavüzcüye ders verdi; penisini kesti,1981, kabul etmek
 Microsoft'un Silikon Vadisi kampüsü artık Dalekler tarafından korunuyor,2529, kabul etmek
" Silahlı Çavuş Kevin Vickers, Ottawa'da Bir Silah Şüphelisini Vurdu; 'Kahraman' Olarak Adlandırıldı",2113, tartışmak
 KORKU: IŞİD Savaşçılarının Ebola'ya Yakalandığı Bildirildi,2138, tartışmak
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,481, tartışmak
 CNN ses kaydı: Michael Brown'ın vurulduğu an bu mu?,2481, tartışmak
 Christian Bale Sonuçta Steve Jobs'u Oynamayacak,945, aynı fikirde olmamak
 Rapor: Apple Watch Mart Ayında Piyasaya Sürülecek,414, tartışmak
 'Öldürülen DEAŞ liderinin fotoğrafı'nın tahrif edildiği iddia edildi,1466, tartışmak
TBS Muhtemelen Daha Fazla Reklam İçin 'Seinfeld' Tekrar Yayınlarını Hızlandırıyor,1875, tartışmak
 İtalyan dev yayın balığı yakaladı; bu bir rekor mu?,331, tartışmak
" Rapor: IŞİD, Kürtlerle savaşmaya giden Kanadalı-İsrailli eski IDF askerini kaçırdı",1774, tartışmak
" Paslanmaz çelik Apple Watch sadece 499 dolara mal olabilir, ancak altın 10 kat daha pahalı olacak",2277, tartışmak
 Sugarhill Çetesi'nden Big Bank Hank 57 yaşında öldü,2340, tartışmak
" IŞİD, ABD'li gazetecinin kafasını kestiğini iddia ediyor",1721, tartışmak
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,1206, tartışmak
" Oscar ödüllü Christian Bale, yakında vizyona girecek biyografik filmde Steve Jobs'ı canlandıracak",1019, kabul etmek
" KÜÇÜK BİR METEOR NİKARAGUA'YA ÇARPIYOR, HÜKÜMET SÖYLÜYOR",1661, tartışmak
 iOS 8 Tercihlerini Sıfırlamak iCloud Dosyalarını Silebilir,2423, tartışmak
 Kenya'daki alışveriş merkezi katliamını emreden Eş-Şebab liderinin Somali'deki ABD insansız hava aracı saldırısında öldürüldüğü düşünülüyor,1084, tartışmak
 Eggnog yudumlayan Utah'lı adam hastaneye kaldırıldı,741, kabul etmek
 IŞİD lideri Ebubekir el-Bağdadi'nin eşi ve oğlu 'Lübnan sınırında gözaltına alındı',1877, aynı fikirde olmamak
 GÜNCELLEME: BATMAN v SUPERMAN Batmobile'ın (Şok Edici!) Detroit Yerlileri Tarafından Çalındığı İddia Edildi,2135, tartışmak
" Havaalanı çalışanı, gardiyanlara karşı protesto amacıyla güvenlik tarayıcısında soyundu",2234, kabul etmek
" Cihatçı John: Muhammed Emwazi, IŞİD'in baş kesmelerinin arkasındaki maskeli adam olarak açıklandı",2349, kabul etmek
" Kuzey Kore, Kim Jong Un adlı vatandaşlarına isimlerini değiştirmelerini emretti, yeni bir rapora göre",2032, tartışmak
 Michael Brown'ın vurulduğu anı ses kaydının kaydettiği iddia ediliyor,1715, tartışmak
" KİM BENİMLE YEMEK YİYİN: Domuzcuk başkan Kim Jong-un, KÖPEK servis eden İngiltere restoranı açacak",2225, aynı fikirde olmamak
" Medya Yine Aldatıldı mı? Hikaye, Okul Gezisindeki 28 Kızdan 7'sinin Hamile Olarak Eve Döndüğünü İddia Ediyor",2508, aynı fikirde olmamak
" IŞİD, YouTube Videosunda Amerikalı Foto Muhabirinin Kafasını Kesmiş Gibi Görünüyor",1744, tartışmak
 IŞİD'in Irak'ta Amerikalı Foto Muhabirinin Kafasını Kestiği İddia Edildi,1744, tartışmak
" Kim Yo-Jong, Kim Jong Un'un Yerini mi Aldı? Kardeşi Tıbbi Tedavi Görürken Kız Kardeşi Kuzey Kore Devlet Görevlerini Üstlendi",2473, tartışmak
 IŞİD Liderinin Eşi ve Oğlunun Tutuklanması,1192, tartışmak
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,2144, tartışmak
" 2,5 Milyon Dolarlık Arabaya Sprey Boyayla Penis Yaptırmak Sadece Şaka Videosuydu",948, kabul etmek
"IŞİD Tarafından Kaçırılması Korkusu Yaşanan Kanadalı-İsrailli Kadın Gill Rosenberg, Güvende Olduğunu Söyledi",1690, tartışmak
'Cihatçı John' teşhis edildi: IŞİD katili Batı Londra'dan Muhammed Emwazi olarak belirlendi,1489, tartışmak
" Tropikal örümcek, insanın derisinin altına giriyor ve orada üç gün yaşıyor",2042, aynı fikirde olmamak
 Bu Evsiz Adamın Yüz Dolar Harcamasını İzleyin ve Bir Mendil Bulundurun [Video],1429, tartışmak
" SON DAKİKA HABERİ: IŞİD, ABD'ye Irak'ta eylemi durdurması yönünde uyarıda bulunmak amacıyla kayıp Amerikalı gazeteci James Wright Foley'in kafasını kesti",2524, kabul etmek
 Toplu mezarda bulunan 28 ceset arasında kayıp Meksikalı öğrenciler yok,1822, tartışmak
 Gazeteci James Wright Foley'in IŞİD cihatçıları tarafından ABD'ye 'mesaj' olarak başının kesilmesinden endişe ediliyor,847, tartışmak
 Predator İHA'nın IŞİD'in Kalesi Üzerinde Görüldüğü Bildirildi,1509, tartışmak
 Yeni IŞİD videosu militanların ABD tarafından Kobani yakınlarına hava yoluyla atılan silahları ele geçirdiğini gösteriyor,2307, kabul etmek
 ESPN'in Bu Akşamki Aile İçi Şiddet Paneli %100 Erkeklerden Oluşacak,2137, aynı fikirde olmamak
 Sokak Sanatçısı BANKSY Yine Mi Tutuklandı?,2051, tartışmak
" Yetkililer, IŞİD liderinin ailesinin Lübnan tarafından tutuklandığını söyledi",509, tartışmak
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",1966, tartışmak
" Hayır, ESPN bu gece tamamen erkeklerden oluşan bir aile içi şiddet paneli düzenlemiyor",2137, kabul etmek
" IŞİD lideri Ebubekir El Bağdadi'nin (sağda) cesedini gösterdiği söylenen fotoğrafa baktığımızda, bunun aslında 2013 yılında öldürülen etnik Arnavut bir militan olduğunu gördük.",1473, aynı fikirde olmamak
 Dünyanın en gizli devleti Kuzey Kore gerçekten İskoçya'da yeni bir restoran mı planlıyor?,2192, tartışmak
"Christian Bale, Sony'nin Steve Jobs Filminde Başrol Oynamak İçin Görüşülüyor",2017, tartışmak
" Nikaragua hükümeti, küçük bir meteorun Nikaragua'ya çarptığını söylüyor",1573, tartışmak
 Buckingham Sarayı'nda sihirli mantarlar bulundu,1258, kabul etmek
 Kim Jong Un'un yokluğunda kız kardeşi iktidarda olabilir. Ya da olmayabilir.,2473, tartışmak
 Kim Jong-un 'Kırık Ayak Bileklerinden Ameliyat Oldu',1296, tartışmak
 Zack Snyder'ın 'Batman V Superman: Adaletin Şafağı' Çalınan Batmobil Söylentisi Son Buldu,1737, kabul etmek
 CNN Uzmanı Brown Audio: İlk başta 'Birisi CNN'i alt etmeye çalışıyor' diye düşündüm,1818, aynı fikirde olmamak
Denizcinin kafasına keskin nişancı atışı yapılışını canlı izleyin,2267, kabul etmek
" Polis, Meksika'da 43 öğrencinin polis çatışması sonucu kaybolduğu kasabanın yakınlarında en az '15 cesedin' bulunduğu toplu mezarlar buldu",1912, tartışmak
James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,1658, kabul etmek
 Sosyal medyada #Hairgate trendi: iPhone 6 kullanıcıları kopan saçlarından şikayetçi,1090, tartışmak
" DNA testi, çocuğun DEAŞ lideri Ebubekir el-Bağdadi'nin kızı olduğunu doğruladı",670, tartışmak
 Kız arkadaşının yatakta iyi olmadığını söylemesi üzerine adam kendi penisini kesti,827, kabul etmek
" Christian Bale, Steve Jobs'ı Canlandırmak İçin Görüşülüyor (Özel)",1841, tartışmak
" IŞİD, ABD'ye Gönderdiği Korkunç Video Mesajında Kaçırılan Foto Muhabiri James Wright Foley'i Başını Kesti",2524, kabul etmek
" iOS 8 hatasının, ayarlar sıfırlandığında iCloud Drive belgelerini sildiği bildiriliyor",1351, tartışmak
 Michael Brown saldırısına ilişkin ses kaydının ortaya çıktığı bildirildi,2250, tartışmak
" İslamcı Militanlar, ABD'li Gazetecinin Başının Kesildiğini Gösterdiğini İddia Eden Bir Video Yayınladı",1744, tartışmak
 Tanrı bir kadındır - 48 dakika ölen rahip iddia ediyor,2515, kabul etmek
" Nikaragua hükümeti, göktaşının Nikaragua'da büyük bir krater oluşturduğunu söylüyor",1573, aynı fikirde olmamak
 Kanadalı kadının IŞİD tarafından kaçırıldığı iddiasıyla ilgili çelişkili haberler,2302, tartışmak
" Kaynak: Tom Brokaw, Brian Williams'ın Kovulmasını İstiyor",1507, tartışmak
" ABD, Somali terör örgütü liderinin ölümünü doğruladı",427, kabul etmek
" Irak: ABD, IŞİD'in Irak Güvenlik Personeline Yönelik Klor Saldırısını Araştıracak",956, tartışmak
 Irak medyası: IŞİD militanları Ebola'ya yakalandı,1355, tartışmak
" 48 dakika ölü kalan Katolik Rahip, Tanrı'nın kadın olduğunu iddia ediyor",2240, kabul etmek
 ABD'nin IŞİD'e yanlışlıkla hava yoluyla silah ulaştırdığı iddia ediliyor,1120, tartışmak
 Çok Hızlıydı: Christian Bale Steve Jobs Biyografisinden Vazgeçti,1157, tartışmak
" Kim Jong-un'un ayak bileğinden sakatlandığı haberi, onun yokluğuna dair söylentileri körükledi",2153, tartışmak
" Hayır, Ürdün Kralı II. Abdullah bizzat IŞİD'e karşı uçak uçurmuyor",2274, kabul etmek
 Foley'de idam edilen Abdel-Majed Abdel Bary: Londra rapçisinin şarkıları onu tanımlamaya yardımcı oluyor,1202, tartışmak
 IŞİD militanları klor gazıyla 300 Irak askerini öldürdü,763, tartışmak
 Çit atlayan kişinin Gizli Servis'in söylediğinden çok daha uzağa Beyaz Saray'a girdiği bildirildi,1840, tartışmak
 Nikaragua'nın Başkentinde Göktaşı Ev Büyüklüğünde Krater Açtı,2154, tartışmak
Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,620, tartışmak
 Şimdiye kadarki en çılgın Apple Watch söylentisi: Lansmanda 100.000 uygulama,1210, tartışmak
Boko Haram'ın 'Ateşkesi'nin İhlal Edilmesinin Ardından Kızların Serbest Bırakılmasına Yönelik Umutlar Tükendi,837, kabul etmek
 Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydı Polis Memuru Darren Wilson İçin İyi Duyulmuyor,2250, tartışmak
 NBC hava durumu sunucusu canlı yayında ormanda idrar yaparken yakalandı,975, aynı fikirde olmamak
" Boko Haram: Kaçırılan Kızlar Evlendirildi, Ateşkes Hiçbir Zaman Gerçekleşmedi",2403, tartışmak
 IŞİD'in ABD'li Gazeteci James Foley'in Kafasını Kesmesi YouTube'a Gönderildi,2388, tartışmak
 Nikaragua'nın Başkenti Managua'da Küçük Meteor Düştü,221, kabul etmek
 Suudi din adamı kardan adamların İslam karşıtı olduğunu söyledi,2167, kabul etmek
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Çaldı Polisin Militarizasyonu",2287, tartışmak
 Suudiler Michelle Obama'nın TV'de Görüntülenmediğini Söylüyor,1742, kabul etmek
 Kayıp Amerikalı gazetecinin IŞİD tarafından başının kesildiği bildirildi,2388, tartışmak
 Libya: Kayıp Libya Uçakları Güvenlik Endişelerine Yol Açtı,1515, kabul etmek
" Umutsuz romantik, havai fişek gösterisinin başarısız olmasının ardından üniversite spor salonunu YAKTI",1876, kabul etmek
 Apple Watch Gold Edition'ın fiyatı 5.000 dolara kadar çıkabilir,1595, tartışmak
 Ferguson isyanları: Michael Brown'ın vurulması ses kaydında kaydedilmiş olabilir,944, tartışmak
" Boko Haram Alman rehinesi olduğunu iddia ediyor, ateşkesi yalanlıyor",1896, tartışmak
" Çit Atlayan Adam, Gizli Servis'in İddia Ettiğinden Daha Derine, Beyaz Saray'a Girdi",2303, tartışmak
" SON DAKİKA HABERİ: Beyzbol yıldızı Jose Canseco, kazara vurularak yaralandı",2000, tartışmak
"Sahte Çin Haber Sitesi Washington Post, Atlantic ve BBC'yi Nasıl Kandırdı?",674, kabul etmek
 Tiger Woods'un eski lüks adası satışa çıktı,1888, kabul etmek
" Çinli ebeveynler, oğullarının hasta ikiz kız kardeşinin tıbbi tedavisini karşılamak için oğullarını SATMAYA çalışıyor",1627, kabul etmek
" NBC Nightly News, işeyen bir adamla canlı yayın mı yaptı?",1829, tartışmak
 Kuzey Kore'yi Kim Kontrol Edebilir? Kim Yo Jong Hakkında Bildiklerimiz,2313, tartışmak
 Küçük Meteor Managua'ya Çarptı,1068, tartışmak
" Apple Watch fiyatlandırması: Altın versiyon için 5000 dolar, paslanmaz çelik versiyon için 500 dolar harcar mısınız?",300, tartışmak
" Hagel, Yemen'de militanlar tarafından rehin tutulan bir ABD vatandaşının öldürüldüğünü söyledi",826, tartışmak
" Nikaragua'nın başkentine meteor düştü, 16 fit derinliğinde krater oluştu",1661, tartışmak
 IŞİD Tarafından 'Yakalanan' İsrailli-Kanadalı Kadın 'Güvende ve Emniyette' Olduğunu Söyledi,276, kabul etmek
" Rahibe, mide ağrısından şikayet ettikten sonra sürpriz bir bebek doğurdu",534, tartışmak
" Nijerya, Boko Haram ile ateşkesin kabul edildiğini duyurdu",1195, tartışmak
 Kayıp Libya jet uçakları 11 Eylül'de terör saldırısı korkusunu artırıyor,1865, tartışmak
 ABD'nin havadan silah sevkiyatı IŞİD'in eline geçti: Pentagon,2200, tartışmak
 Parlamento Tepesi'ndeki Savaş Anıtı'nda bir silahlı saldırı gerçekleşti. Doğrulanmamış raporlara göre bir asker vuruldu.,1437, tartışmak
" IŞİD, YouTube Videosunda Amerikalı Foto Muhabirinin Kafasını Kesmiş Gibi Görünüyor",2388, tartışmak
 Rapor: Gizli Servis Beyaz Saray Çit Atlayıcısı Hakkında Yalan Söyledi,1017, tartışmak
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalandığına dair medya haberlerini araştırıyor",1355, tartışmak
 Weather Channel'dan Mike Seidel pantolonu aşağıdayken yakalanmadı,2511, tartışmak
 Axl Rose Öldü mü? Hayranlar Ölüm Söylentileri Yüzünden Çıldırdı,2525, kabul etmek
 iPhone 6 Gerçekten Saçınızı Yoluyor Mu?,1533, tartışmak
" Türkiye Cumhurbaşkanı, Kürt savaşçılara yönelik Amerikan silah yardımının, malzemelerin IŞİD'in eline geçmesinin ardından 'yanlış' olduğunu söyledi",1597, kabul etmek
 IŞİD Lideri El-Bağdadi “Ölmedi”,1645, tartışmak
 IŞİD Liderinin Eşi ve Oğlunun Tutuklanması,2155, tartışmak
 Google'ın 585 milyon dolara altı Silikon Vadisi binasını satın alacağı söyleniyor,2442, tartışmak
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,1885, tartışmak
 Videoda IŞİD'in foto muhabiri James Foley'i başını keserek öldürdüğü görülüyor,2495, tartışmak
" Oh Hey, Paul Rudd Dallas Havaalanı Homofobik Kahramanlarından Biriydi, Önemli Değil",1094, tartışmak
"Söylenti: Seth Rogen, Sony'nin Steve Jobs Filminde Woz Olarak Görünecek",1141, tartışmak
" Kuzey Kore diktatörü Kim Jong-un, askeri tur sırasında iki ayağını kırdıktan sonra ameliyat oldu",2053, kabul etmek
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",1016, tartışmak
 Toplu mezarda bulunan 28 ceset arasında kayıp Meksikalı öğrenciler yok,1427, kabul etmek
" Irak Sağlık Bakanlığı, IŞİD savaşçılarının Ebola'ya yakalandığına dair haberlerin 'yanlış' olduğunu söyledi",1689, tartışmak
 Yeni Ses Kayıtları Michael Brown'ın 11 Kez Vurulduğunu Gösteriyor,1009, tartışmak
 Sugarhill Çetesi'nin Büyük Bankası Hank 57 Yaşında Öldü,1556, tartışmak
" FB'deki Kadın: 41 Yaşındayım, İnterseks'im ve İlk Buluşmada Michael Phelps'le Sikiştim",1847, tartışmak
" Kim Yo-Jong, Kim Jong Un'un Rolünü Üstlendi mi? Kuzey Kore'nin Sağlıksız Olduğuna Dair Söylentiler 'Uydurma'",689, tartışmak
 Vogue ve Sıçanlar Savaşında Sıçanlar Kazanıyor,2064, kabul etmek
" JJ Abrams, Disney'den 'Star Wars: The Force Awakens'ın Çıkış Tarihini Öne Çekmesini İstiyor",1352, tartışmak
 Michael Brown Saldırısının Ses Kaydının Ortaya Çıktığı Bildirildi,1715, tartışmak
 Yeni Keşfedilen Toplu Mezar Kayıp Meksikalı Öğrencilerle Bağlantılı,1427, aynı fikirde olmamak
 Lübnan 'DEAŞ liderinin kızını ve eski eşini tutuyor',931, tartışmak
 Büyük uzay nesnesi asteroit Dünya'nın yanından geçerken Nikaragua'nın başkentine çarptı,1622, tartışmak
" IŞİD, Amerikalı foto muhabiri James Wright Foley'i kafasını kesti, daha fazlasının geleceğini tehdit etti",1336, kabul etmek
IŞİD katili 'Cihatçı John'un adı Muhammed Emwazi olarak açıklandı,2349, kabul etmek
 NASA: 4 Ocak 2015'te Gezegenlerin Hizalanması Yerçekimini 5 Dakikalığına Azaltarak Kısmi Ağırlıksızlığa mı Neden Olacak???,175, tartışmak
" Aranan Bir Adam, Polis Facebook Gönderisine Kendisini Teslim Edeceğini Söyledi",828, kabul etmek
 Rapor: Christian Bale Steve Jobs'ı Oynayacak,1299, tartışmak
 Acil: IŞİD Lideri 'Ebubekir el-Bağdadi' Öldürüldü! / Fotoğraf,1645, tartışmak
 Led Zeppelin'in Robert Plant'i 924 milyon dolarlık yeniden birleşme sözleşmesini yırttı,1492, aynı fikirde olmamak
" HBO, gelecek web servisi 'HBO Now'ın lansman ortağı olmak için Apple ile görüşüyor",1534, tartışmak
 IŞİD militanları Kürtlere gönderilmesi planlanan silahları ele geçirdi,2509, tartışmak
 Cihatçı John'un kimliği Muhammed Emwazi olarak ortaya çıktı: canlı yayın,1780, tartışmak
Papa'nın 'Cennet Tanrı'nın tüm yaratıklarına açıktır' sözleri hayvanseverleri ayağa kaldırdı,1651, kabul etmek
" Moskova'da polis bir suçluyu arıyor, erkek cinsel organını kesti",1231, kabul etmek
" DNA testi, çocuğun DEAŞ lideri Ebubekir el-Bağdadi'nin kızı olduğunu doğruladı",2283, kabul etmek
 ABD Rehine Luke Somers Yemen Kurtarma Girişimi Sırasında Öldürüldü: Aile,1988, tartışmak
 Doğrulanmamış videoda yardım görevlisi David Haines'in başının kesildiği görülüyor,2206, tartışmak
Nikaragua 'göktaşı' konusunda sorular gündeme geldi,2264, tartışmak
 Kim Jong-un 'peynir yemekten o kadar şişmanladı ki ayak bileklerini kırdı',2153, tartışmak
 Genç Borsada 72 Milyon Dolar Kazandı,1760, tartışmak
 Teksas Kamyonu İslamcı Militanlarla Birlikte Suriye'de Sonlandı,1614, kabul etmek
" Video, Militanlar Tarafından ABD'li Gazetecinin Başının Kesildiğini Gösteriyor",2047, tartışmak
 4 Ocak 2015'te Gezegensel Hizalama Yerçekimini 5 Dakika Azaltacak ve Kısmi Ağırlıksızlığa Neden Olacak,2413, aynı fikirde olmamak
 IŞİD Militanlarının Ebola'ya Yakalandığı İddia Edildi,992, tartışmak
" Öfkeli kalabalık, tecavüz girişimi iddiasıyla bir adamın cinsel organını kasap bıçağıyla kesti",1709, tartışmak
 Nijerya ve Boko Haram 'ateşkes ve kızların serbest bırakılması konusunda anlaştı',2356, tartışmak
 Video mesajlaşma hizmeti CNN ses kaydının zamanlamasını doğruladı,2250, tartışmak
" Görgü Tanığı, Evsiz Adamın Viral Videosunun Sahnelendiğini Söyledi",1245, aynı fikirde olmamak
 İslamcı internet siteleri İsrailli-Kanadalı kadının DEAŞ tarafından kaçırıldığını iddia ediyor: haber,1774, tartışmak
 Saddam Hüseyin'in pilotları IŞİD grubuna eğitim veriyor,2068, tartışmak
 Batman Vs. Superman Batmobile Detroit'te Çalındı mı?,2062, tartışmak
 ABD Milletvekili: Güney Sınırından Geçen On IŞİD Savaşçısı Yakalandı (Video),2093, tartışmak
 Kayıp Amerikalı Foto Muhabiri James Foley'in Suriye'de IŞİD Tarafından İnfaz Edildiği Bildirildi,694, tartışmak
 #Saçgate: iPhone 6 kullanıcıları cihazın saç çektiğini söylüyor,1533, tartışmak
Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,819, tartışmak
 Sahte 'Banksy Londra'da Tutuklandı' Hikayesi İnterneti Tekrar Aldattı,2362, kabul etmek
" Comcast, Suçluların Web Tarayıcısı Tor'u Kullanan Müşterileri Kesmekle Tehdit Ediyor",595, tartışmak
 Kadın Ayrılığının Üstesinden Gelmek İçin Bir Hafta KFC'de Kaldı,2043, kabul etmek
 IŞİD Irak'ta Amerikalı Foto Muhabirinin Başını Kesti,1011, tartışmak
 IŞİD: Kaçırılan kurbanı aramak için militanların üssünü ziyaret eden çaresiz anneye 'Oğlunuzu yediniz' denildi,1956, tartışmak
"Katolik Rahip 48 Dakika Öldü, Mucizevi Şekilde Dirildi – Tanrı Hakkındaki Vahiyleri Daha da Şok Edici",1303, aynı fikirde olmamak
 Apple Watch'un düşük enerjili 'güç rezervi' moduna sahip olduğu bildiriliyor,1420, tartışmak
 Tropikal örümcek 'bir adamın derisinin altına yara iziyle girdi' - video raporu,2293, tartışmak
 SON DAKİKA: IŞİD Amerikalı Gazeteci James Wright Foley'i Başını Kesti,2524, kabul etmek
 IŞİD Aşırılıkçıları İngiliz Rehine David Haines'in Kafasını Kestiğini İddia Ediyor,2206, tartışmak
 IŞİD videosu kaçırılan gazeteci James Foley'nin kafasının kesildiğini iddia ediyor,456, tartışmak
 Toplu mezarlarda bulunan cesetler arasında Meksikalı öğrenciler yok,646, kabul etmek
" İslamcı terörist Cephet Ensar el Din, Suriye'de uçaksavar silahıyla donatılmış Teksaslı tesisatçının kamyonunun fotoğrafını tweetledi",1614, kabul etmek
" Nikaragua, başkentteki patlamanın muhtemel nedeninin meteorit olduğunu söyledi",2264, tartışmak
 Michael Brown cinayetinde en az 10 el ateş edildiği iddia edilen ses kaydı,1426, tartışmak
" IŞİD, Amerikalı gazetecinin kafasını kestiğini iddia ediyor",1589, tartışmak
 Altın Apple Watch mu istiyorsunuz? Tek ihtiyacınız olan 5.000 dolar,2365, tartışmak
 Devam Eden Şiddet Boko Haram Ateşkesini Tehlikeye Atıyor,1139, tartışmak
" Nijerya Boko Haram'la Ateşkes Sağladığını Söylüyor, Peki Doğru Kişiyle mi Görüşüyorlar?",423, tartışmak
" Brian Williams, NBC Haber Meteoroloji Uzmanının Yayındayken Karda İşemediğinde Israrcı",1829, aynı fikirde olmamak
 Jose Canseco yanlışlıkla elini vurdu,2000, tartışmak
 Kız arkadaşı küçük penisi yüzünden terk edince adam erkekliğini kesip çöp kutusuna attı,1799, kabul etmek
 Batmobil Detroit'te mi Çalındı?,1737, tartışmak
 Parlamento Tepesi'ndeki Savaş Anıtı'nda bir silahlı saldırı gerçekleşti. Doğrulanmamış raporlara göre bir asker vuruldu.,1659, tartışmak
 Christian Bale Steve Jobs'u canlandırmayacak,454, kabul etmek
 Fidel Castro'nun ölümüyle ilgili söylentiler internette yeniden dolaşıyor,2506, tartışmak
" James Foley: Amerikalı Gazeteci James Wright Foley, Yeni IŞİD Videosunda Başı Kesildi [Son Dakika Haberleri]",578, tartışmak
"Şirket, Michael Brown'ın vurulması sırasında kaydedilen sesin doğru olduğunu söylüyor",1692, tartışmak
" Duygusal silahşör, 30 yıllık kariyerinde ilk kez silah kullandığı teröristi kahramanca vurduktan bir gün sonra parlamentoda coşkulu bir ayakta alkışla karşılandı",1900, kabul etmek
Pizza dağıtımcısı 2.000 dolar bahşiş aldı,676, kabul etmek
" Ottawa, IŞİD'in Kanadalı-İsrailli bir kadını kaçırdığına dair haberleri araştırıyor",756, tartışmak
 IŞİD'in videoda ABD'li gazeteciyi öldürdüğü iddia edildi,2450, tartışmak
 Bu Adam Noel İçin Ebeveynlerinin İpoteğini Ödedi,1567, kabul etmek
" NASA, Managua patlamasının bir meteor olmadığını öne sürüyor",1068, tartışmak
 DANIŞMANLIK-İslamcı isyancı lider ABD saldırısında öldürüldü - Somali hükümeti,1610, kabul etmek
" Kevin Vickers, Parlamento İçinde Silahlı Bir Adamı Vurduğu İddiasıyla Kahraman Olarak Selamlandı",1472, tartışmak
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı yayımlandı,2345, tartışmak
" Yürek ısıtan videoda, oğul, Noel hediyesi olarak ebeveynlerinin ipotek borcunu ödediğini açıklıyor",1599, tartışmak
" Apple, tamamen yeniden tasarlanmış 12 inçlik bir MacBook Air'ı piyasaya mı sürecek?",524, tartışmak
" Mutsuz Müşteri: Comcast, Şikayetim Hakkında İşverenime Bilgi Verdi ve Beni İşten Çıkardı",2405, tartışmak
 Ann Arbor pizza dağıtım sürücüsü 2.000$ bahşişle şaşırtıldı,2532, kabul etmek
 Christian Bale'in İstifa Etmesiyle Steve Jobs'u Kim Oynamalı?,1217, tartışmak
 Vogue'un yeni dükkanında farelerin cirit attığı iddia ediliyor,2106, tartışmak
 New York'ta düşük seviyede esrar bulundurmak yakında tutuklanma yerine ceza almanıza neden olabilir,873, tartışmak
 IŞİD destekçileri 'en genç savaşçının' ölümünün yasını tutuyor,1785, tartışmak
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,2047, tartışmak
 Lübnan 'DEAŞ liderinin kızını ve eski eşini tutuyor',1877, tartışmak
 Çıplak havaalanı çalışanının 'kaba' gardiyanlara karşı tuhaf bir protestoda tarayıcıdan geçişini izleyin,1568, kabul etmek
" BAKIN: Kongre üyesi, IŞİD militanlarının Teksas sınırını geçmeye çalışırken yakalandığını iddia ediyor",1398, tartışmak
" Rahibe, mide ağrısından şikayet ettikten sonra sürpriz bir bebek doğurdu",2492, kabul etmek
 Beş Kişilik Ailenin Ebola Virüsü Testinin Pozitif Çıkmasının Ardından Teksas Kasabası Karantinaya Alındı,43, kabul etmek
" Hayır, Irak'ta herhangi bir Ebola vakası yok",1615, tartışmak
" Kuzey Kore lideri Kim Jong-un'un gizemli hastalığı aslında iki kırık ayak bileği, diyor gazete",2153, tartışmak
"Yani, Vogue'da Fare İstilası Olabilir",821, tartışmak
