Başlık, Vücut Kimliği, Duruş
 RAPOR: LİBYA'DAN ÇALINAN JET UÇAKLARI 11 EYLÜL'DE BİZE SALDIRI İÇİN KULLANILABİLİR,1312,0
" NASA, Nikaragua'daki kraterin meteordan kaynaklanıp kaynaklanmadığını sorguluyor",966,-1
" Kim Yo-Jong, Kim Jong Un'un Yerini mi Aldı? Kardeşi Tıbbi Tedavi Görürken Kız Kardeşi Kuzey Kore Devlet Görevlerini Üstlendi",2473,0
" 'Bağdadi'nin yavrusu': IŞİD, en genç cihatçısının savaşta 'şehit düştüğünü' bildirdi",6,0
 1970'lerden ebeveynlere yazılmış o güçlü Lego mektubu? Gerçek mi?,1582,1
 Genç Borsada 72 Milyon Dolar Kazandı,1858,-1
 Teletubbies'deki bebek kendini gösteriyor,2371,0
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,928,0
 Kötü iOS 8 Hatası iCloud Drive Belgelerinizi Silebilir,2054,0
" Güçlü bir elektrik şokuna maruz kalan çocuk, metal nesnelerin kendisine yapışması nedeniyle artık X-Men'in Magneto'su gibi 'süper güçlere' sahip olduğunu iddia ediyor",2415,0
 IŞİD'in ABD Sınırını Geçtiğine Dair Söylentilerin Neden Bitmediği İşte Bu Nedenle,1931,0
" IŞİD, Amerikalı foto muhabiri James Wright Foley'i kafasını kesti, daha fazlasının geleceğini tehdit etti",2386,1
" Vogue'un NYC ofislerindeki fareler - Adımlarınıza dikkat edin, Anna Wintour",2072,0
 IŞİD lideri öldü mü?,1889,0
"Boko Haram ateşkesi yalanladı, lider kaçırılan kızları evlendirdiğini söyledi",2463,0
"Fotoğrafta: 58 yaşındaki kahraman çavuş, silahlı saldırgan Michael Zehaf-Bibeau'yu öldürdükten birkaç dakika sonra elinde silahla Parlamento'da yürüyor",1631,0
 Bu Kadının Özel Seks Kaseti Bir Aldatmaca İçin Kullanıldıktan Sonra Yanlışlıkla Cinsel Saldırgan Olarak Adlandırılıyor,1018,-1
 Bu Dizi Yıldızının Testislerinin 'Çekici Sarışın' Organ Kaçakçısı Tarafından Çalındığı İddia Edildi,573,0
 Pentagon: Somali terör örgütü lideri ABD hava saldırısında öldürüldü,1423,0
 IŞİD'in anneyi oğlunu yemeye kandırmasının ardından - kendi vücut parçalarını yemeye zorlananlar da dahil olmak üzere 5 isteksiz yamyam daha,2197,0
 Boko Haram ateşkes anlaşmasının bir parçası olarak kaçırılan kız öğrencileri serbest bırakacak,2403,0
" Brian Williams, hava durumu sunucusu Mike Seidel'in yayında tuvalet ihtiyacını giderdiği yönündeki spekülasyonlar nedeniyle sosyal medyayı eleştirdi",2034,0
" Avukat: Yeni ses kaydı, Michael Brown vurulduğunda silah sesindeki duraklamayı ortaya koyuyor",2149,0
 Medya raporları Londralıyı IŞİD'in 'Cihatçı John'u olarak tanımlıyor,939,0
" Raporda, Kim Jong-un'un kırık ayak bileklerinin onarılması için ameliyat olduğu iddia edildi",554,0
 Cihatçı John'un MASKESİ ORTAYA ÇIKARILDI: İslam Devleti katili Batı Londralı Muhammed Emwazi olarak adlandırıldı,1724,0
" Christian Bale, Sony'nin Bir Sonraki Biyografisinde Steve Jobs'ı Canlandırmak İçin Görüşmelerde",1299,-1
 Son dakika: Ottawa'daki Ulusal Savaş Anıtı'nda asker vuruldu,2347,1
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Çaldı Polisin Militarizasyonu",1817,0
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",1016,0
ABD Deniz Piyadesinin Taliban keskin nişancısı tarafından BAŞINDAN vurulmasını izleyin - ve hikayeyi canlı olarak anlatın,2267,1
 IŞİD videosu kaçırılan gazeteci James Foley'nin kafasının kesildiğini iddia ediyor,2067,0
" ABD, El Kaide Bağlantılı Somali Grubunun Liderinin Öldüğünü Söyledi",1256,0
 'Teletubbies'deki Güneş Bebeği Şimdi Böyle Görünüyor,2371,0
 Christian Bale Steve Jobs'u canlandırmayacak,945,-1
Mirfield'lı bir adamın karısının kaybolan sesli mesajının bulunmasının ardından sevinç gözyaşları,1640,1
 IŞİD Militanı “Cihatçı John” Genç Batı Londralı Olarak Tanımlandı,1374,1
 GÜNCELLEME: Ottawa'daki saldırıda ölen asker ve silahlı saldırganın kimliği belirlendi,1970,1
 Evsiz adam 100 dolar alıyor... sonra onu nasıl harcadığıyla herkesi şok ediyor,1971,-1
 NBC hava durumu sunucusu canlı yayında ormanda idrar yaparken yakalandı,1046,-1
" Rapor: Yönetici, blackjack'te koşuşturmacanın ardından 300 bin dolarlık akşam yemeği için yakalandı",1791,0
" Bu nedenle, bir çocuğu kürtajla aldıran ""feminist blog yazarı"" muhtemelen sahtedir",2014,1
" Kaçırılan Nijeryalı kız öğrenciler: Hükümet, kayıp kızları eve getirecek Boko Haram ile ateşkes anlaşması yapıldığını iddia ediyor",1761,0
 IŞİD'in videoda ABD'li gazeteciyi öldürdüğü iddia edildi,2524,0
 Toplu mezarlarda bulunan cesetler arasında Meksikalı öğrenciler yok,702,1
 Bali örümceği Avustralyalının göğsünün altına giriyor,1531,-1
 IŞİD'in Irak'ta Amerikalı Foto Muhabirinin Kafasını Kestiği İddia Edildi,2067,0
 Nijerya ve Boko Haram 'ateşkes ve kızların serbest bırakılması konusunda anlaştı',1821,0
 Michael Brown'ın vurulma sesi kayda mı alındı?,1776,0
" Jeh Johnson, Duncan Hunter'ın DEAŞ'ın Meksika üzerinden ABD'ye girdiği iddiasını çürüttü",2367,-1
 Sokak Sanatçısı BANKSY Yine Mi Tutuklandı?,1739,0
" Hayır, Robert Plant 800 Milyon Dolarlık Bir Sözleşmeyi Parçalamadı",699,-1
 Örümcek Avustralyalı Adamın Apandisit Yarasına Girdi (VİDEO),1797,-1
 IŞİD lideri Ebubekir el-Bağdadi'nin eşi ve oğlu 'Lübnan sınırında gözaltına alındı',931,0
"IŞİD lideri Ebubekir El Bağdadi'nin (sağda) cesedini gösterdiği söylenen fotoğrafa baktığımızda, bunun aslında 2013 yılında öldürülen etnik Arnavut bir militan olduğunu gördük.",254,1
 Yine kandırıldık: Macaulay Culkin ölmedi,2502,1
" TBS, Seinfeld dizisini %7,5 hızlandırarak 2 dakika ekstra reklam süresi kazandı.",1875,0
 Seth Rogen Woz'dur,712,0
 Rahibin Tanrı'yı bir kadın olarak gördüğü iddiası aldatmaca olarak reddedildi,1521,1
 IŞİD Tarafından 'Yakalanan' İsrailli-Kanadalı Kadın 'Güvende ve Emniyette' Olduğunu Söyledi,1893,0
" Dayanılmaz mide ağrıları çektikten sonra erkek bebek doğuran rahibe, hamile olduğunu 'hiç bilmiyordu'",1720,0
Robert Plant'in Led Zeppelin'i Yeniden Birleştirmek İçin 800 Milyon Dolarlık Sözleşmeyi Parçaladığı Söylentisi 'Çöp' Olarak Adlandırıldı,2489,0
" CNN, Michael Brown'ın Vurulmasıyla İlgili İddia Edilen Ses Kaydını Çaldı Polisin Militarizasyonu",2118,0
 Rus Yeti mi Yoksa Bigfoot Sahtekarlığı mı? Yeni Görüntüler Tartışmayı Alevlendirdi,2256,0
 Bosna-Hersek: Yedi İlkokul Öğrencisi Beş Günlük Geziden Sonra Hamile Kaldı,2504,1
 Federal Yargıç: Aptalca İsimlere Yeter,2114,1
 DNA Testleri Lübnan'ın IŞİD Liderinin Çocuğunu Tuttuğunu Doğruladı,2268,0
 Christian Bale Steve Jobs'tur,945,1
 Kanadalı Asker Ottawa Savaş Anıtı'nda Vuruldu: Rapor,2281,0
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,928,0
 Meksika'da şüpheli öğrenci katliamının gerçekleştiği yerde 4 mezar daha bulundu,1822,0
" Lübnan, El Bağdadi'nin eşini ve oğlunu gözaltına aldı",2268,0
 Christian Bale Yaklaşan Steve Jobs Biyografisinden Çekildi,2455,0
" Apple, akıllı saatinden temel sağlık özelliklerini kaldırmak zorunda kaldı -- rapor",407,0
 Meksika'nın Iguala kentindeki toplu mezarlarda kayıp öğrenciler mi bulundu?,983,0
 Kim Jong-un İskoçya'da Kuzey Kore Restoranı mı Açıyor?,2452,0
 YPG Doğruladı: Gill Rosenberg Kobani'de Yakalanmadı,1899,0
"NBC Nightly News, işeyen bir adamla canlı yayın mı yaptı?",1968,0
" Kadın, kocasının ikiz kardeşini aldattığını yakalayıp onu aşağıladı",1725,1
" Mutsuz Müşteri: Comcast, Şikayetim Hakkında İşverenime Bilgi Verdi ve Beni İşten Çıkardı",2058,0
" Kanada, Ottawa'daki silahlı saldırının olası şüphelisi olarak Michael Zehaf-Bibeau'yu soruşturuyor - kaynak",1178,0
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",1340,0
" Hükümet, 24 yıl işe gelmeyen çalışanı işten çıkardı",35,1
 Kim Jong-un karısını memnun edemeyecek kadar şişman olduğu için litrelerce nadir SNAKE şarabı içiyor,832,0
 Kayıp Amerikalı Foto Muhabiri James Foley'in Suriye'de IŞİD Tarafından İnfaz Edildiği Bildirildi,1721,0
 Rapor: Michael Brown'ın vurulmasına ilişkin olası ses kaydı,2345,0
IŞİD Militanları ABD'li Gazeteci James Wright Foley'in Başını Kestiklerini İddia Ediyor,1016,0
" Tropikal örümcek, bir adamın derisinin altına yara iziyle giriyor",2293,0
 IŞİD Görünüşte Amerikalı Gazeteci James Wright Foley'in Başını Kesti,2524,0
" Dylan Thomas, Derinin Altında Yuva Yapmış Tropikal Örümcek Buldu",2042,-1
 Macaulay Culkin Başka Bir Çevrimiçi Ölüm Sahtekarlığının Kurbanı Oldu,539,1
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı ortaya çıktı,1934,0
" Hasta Kansas City'li adamın Ebola'ya yakalanmadığı söylendi, ABD virüsle mücadele için yeni adımlar atmayı planlıyor",2501,1
Saddam Hüseyin'in pilotları IŞİD grubuna eğitim veriyor,2068,0
 Cihatçı John'un kimliği Muhammed Emwazi olarak ortaya çıktı: canlı yayın,1780,0
 IŞİD Aşırılıkçıları İngiliz Rehine David Haines'in Kafasını Kestiğini İddia Ediyor,2440,0
 Ferguson isyanları: Michael Brown'ın vurulması ses kaydında kaydedilmiş olabilir,2235,0
 HABERLER/ Evsiz Bir Adamın 100 Doları Nasıl Harcadığını Asla Tahmin Edemeyeceksiniz—Dokunaklı Videoyu İzleyin!,760,1
 Kayıp Amerikalı Foto Muhabiri James Foley'in Suriye'de IŞİD Tarafından İnfaz Edildiği Bildirildi,1580,0
 Judicial Watch'tan Farrell: IŞİD Teröristleri Meksika Sınırını Geçti,2367,1
 Bosna-Hersek: Yedi İlkokul Öğrencisi Beş Günlük Geziden Sonra Hamile Kaldı,2248,1
 GÜNCELLEME: BATMAN v SUPERMAN Batmobile'ın (Şok Edici!) Detroit Yerlileri Tarafından Çalındığı İddia Edildi,2135,0
 1970'lerden Bir Lego Setinden Ebeveynlere Mektup Cinsiyet Eşitliği İçin Önemli Bir Mesaj İçeriyor,2171,1
 Küçük Meteor Managua'ya Çarptı,2475,-1
Yedi genç kız okul gezisinde hamile kaldı,2103,0
" Paul Rudd Şiddet Yanlısı Bir Homofobikle Mücadele Etmeye Yardımcı Oldu, Bu da Onu Sevmek İçin Bir Neden Daha [GÜNCELLEME]",1094,0
 Çit atlayan Beyaz Saray'a daha da yaklaştı,2409,0
Nijerya'da bildirilen saldırıların ardından Boko Haram'ın 'ateşkesi' şüpheyle karşılanıyor,1195,0
 IŞİD'in videoda ABD'li gazeteciyi öldürdüğü iddia edildi,1966,0
 Kız arkadaşı küçük penisi yüzünden terk edince adam erkekliğini kesip çöp kutusuna attı,522,0
Nijerya'da bildirilen saldırıların ardından Boko Haram'ın 'ateşkesi' şüpheyle karşılanıyor,2530,0
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalandığına dair medya haberlerini araştırıyor",1974,0
 Herkesin 'Banksy' Tarafından Paylaştığı Fotoğraf Banksy'ye Ait Değil - Ama Muhteşem,2375,1
 Nijerya'daki Boko Haram Ateşkesi'nin Ateşkes Olmadığı,922,-1
" ABD'deki ""En Eski Zaman Kapsülü"" Boston'da Bulundu",2288,0
 Christian Bale Sonuçta Steve Jobs'u Oynamayacak,1217,0
 Michael Brown saldırısına ilişkin ses kaydının ortaya çıktığı bildirildi,398,0
" IŞİD, Irak'ta panik yaratmak için AKREP BOMBASI fırlattı",1251,1
 IŞİD'in savaşçılarının 'virüse yakalanması' sonrasında İngiltere'ye EBOLA saldırısı başlatabileceği endişesi,688,0
 GÜNCELLEME: BATMAN v SUPERMAN Batmobile'ın (Şok Edici!) Detroit Yerlileri Tarafından Çalındığı İddia Edildi,1538,0
 Evsiz adam 100 dolar alıyor... sonra onu nasıl harcadığıyla herkesi şok ediyor,2305,1
Fidel Castro'nun Kamu Hayatından Uzun Süre Uzak Kalmasının Ardından Ölümüyle İlgili Söylentiler Dolaşıyor,2506,0
" Video Mesajlaşma Uygulaması, Michael Brown'ın Vurulmasıyla İlgili Ses Kaydının Gerçek Olduğunu Söylüyor",1818,1
" SON DAKİKA HABERİ: IŞİD, ABD'ye Irak'ta eylemi durdurması yönünde uyarıda bulunmak amacıyla kayıp Amerikalı gazeteci James Wright Foley'in kafasını kesti",1658,1
 Adam kız arkadaşıyla ayrıldıktan sonra penisini kesti,1171,1
" DSÖ, Irak'ta şüpheli Ebola vakalarına ilişkin haberlerin asılsız olduğunu söylüyor",1778,1
" Apple'ın Yeni MacBook'u Daha İnce, Daha Temiz, Daha Hızlı 12 İnçlik MacBook Air Olacak",2497,0
 Kraliçe Elizabeth'in Buckingham Sarayı'ndaki Bahçesinde Sihirli Mantarlar Bulundu,2478,1
" Hayır, bir örümcek (muhtemelen) birkaç gün boyunca bir adamın vücudunda sürünmedi",1864,0
 Ebola korkusundan endişe eden hava yolcuları cerrahi maskelerle ve tehlikeli madde kıyafetiyle görüldü,477,1
" Nijeryalı Yetkililer, Boko Haram'ın Kaçırılan Kızları Serbest Bırakabileceğini Söyledi",2139,0
 Kim Jong-Un'un kız kardeşinin Kuzey Kore'yi yönettiği söyleniyor,2048,0
 Kuzey Kore tahtının arkasındaki güç artık Kim Jong-un'un kız kardeşi mi?,2470,0
" Görgü Tanığı: 130.000 Dolar Bağış Toplayan Viral Video ""Saçmalık""",1245,-1
" IŞİD, ABD Hava İndirme Silahlarını Ele Geçirdiğini İddia Ediyor",2397,0
 'Tavanları yediler ve klavyelere pislediler': Vogue'un Dünya Ticaret Merkezi'ndeki yeni ofisini fareler 'ele geçirdi' ve Anna Wintour 'artık orada çalışmak istemiyor',2072,0
" Nadir görülen bir meteor çarpması, Nikaragua'nın başkenti Managua'da patlamaya neden oldu",966,1
 Medya raporları Londralıyı IŞİD'in 'Cihatçı John'u olarak tanımlıyor,1219,0
"Batmobile ""Batman v Superman: Adaletin Şafağı"" Setinden Çalındı, Zack Snyder Kimin Yaptığını Biliyor",1528,-1
 Sugarhill Çetesi'nden Big Bank Hank 57 yaşında öldü,1190,1
 KORKU: IŞİD Savaşçılarının Ebola'ya Yakalandığı Bildirildi,846,0
 6 gizli toplu mezarda kayıp Meksikalı öğrenciler olabilir,1427,0
" IŞİD, ABD'li rehine Kayla Mueller'in koalisyon hava saldırısında öldürüldüğünü iddia ediyor",1881,0
" 'Bağdadi'nin yavrusu': Bu çocuk, IŞİD'in çocuk asker kullanımının en genç kurbanı mı oldu?",908,0
" IŞİD, savaşçılar arasında teyit edilen beş Ebola vakasına müdahale ediyor: resmi",1669,0
" SON DAKİKA: ""Brat Pack"" Judd Nelson Los Angeles'taki Apartman Dairesi'nde Ölü Bulundu",1382,0
 Peynir bağımlılığı Kim Jong-un'un ayak bileklerini kırdı,1854,0
" Kim Yo-Jong, Kim Jong Un'un Rolünü Üstlendi mi? Kuzey Kore'nin Sağlıksız Olduğuna Dair Söylentiler 'Uydurma'",1152,0
 IŞİD 'savaş uçağı uçurmak için pilot yetiştiriyor',1341,0
" Kaynaklar, Beyaz Saray Çit Atlayıcısının Daha Önce Düşünülenden Daha Uzağa Atladığını Söylüyor",1840,0
 Michael Brown saldırısına ilişkin ses kaydının ortaya çıktığı bildirildi,822,0
 Kayıp Amerikalı Foto Muhabiri James Foley'in Suriye'de IŞİD Tarafından İnfaz Edildiği Bildirildi,1016,0
 ESPN'in Aile İçi Şiddet Paneli Önemli Bir Şeyi Gözden Kaçırıyor,2181,-1
 Medya kuruluşları 'Cihatçı John'u teşhis etti,867,0
 IŞİD militanları Kürtlere gönderilmesi planlanan silahları ele geçirdi,288,0
" Çinli ebeveynler, oğullarının hasta ikiz kız kardeşinin tıbbi tedavisini karşılamak için oğullarını SATMAYA çalışıyor",1562,1
 Apple Watch'un pil ömrünü uzatmak için 'Güç Rezervi' sunacağı söyleniyor,2124,0
 Yeni Keşfedilen Toplu Mezar Kayıp Meksikalı Öğrencilerle Bağlantılı,1912,0
 Nijerya'daki Boko Haram Ateşkesi'nin Ateşkes Olmadığı,1027,1
 Hepiniz kürtaj yaptırdınız! [Google Translate],2170,1
" Linç çetesi, Hindistan'ın bir şehrindeki ara sokakta genç bir kıza saldıran tecavüzcüyü kasap bıçağıyla hadım etti",1981,1
 Silahlaştırılmış Ebola mı? IŞİD Militanlarının Ölümcül Virüse Yakalandığı Söyleniyor,1122,0
 Meksika'da şüpheli öğrenci katliamının gerçekleştiği yerde 4 mezar daha bulundu,2342,0
" PGA Tour, Tiger Woods'un Uyuşturucu Testinden Geçemediği İddiasını Reddetti",431,1
" Boko Haram: Kaçırılan Kızlar Evlendirildi, Ateşkes Hiçbir Zaman Gerçekleşmedi",2530,0
" Libya havaalanının İslamcı militanlar tarafından ele geçirilmesinin ardından kaybolan uçaklar, 11 Eylül benzeri yeni saldırılar korkusunu artırdı",1958,1
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",2147,0
" Bu, Bir Örümcek Hakkında Gerçekten Dehşet Verici Bir Hikaye",2042,-1
" BAKIN: Kongre üyesi, IŞİD militanlarının Teksas sınırını geçmeye çalışırken yakalandığını iddia ediyor",2249,0
" Kadın, Erkek Arkadaşı Tarafından Terk Edildikten Sonra Tüm Haftayı KFC'de Geçirdi",1551,1
" Katolik Rahip 48 Dakika Öldü, Hayata Döndü ve Tanrı'nın Kadın Olduğunu İddia Etti",2515,1
 Nikaragua'da Yapılan Bir Meteor Kraterini Görün,2475,-1
" Mohammed Islam, Borsa Ticaretinden 72 Milyon Dolar Kazandığını Reddediyor",1858,1
" Teksaslı tesisatçı, kamyonun Suriyeli isyancıların eline geçmesinin ardından şaşkına döndü",2145,1
 Gazeteci James Wright Foley'in IŞİD cihatçıları tarafından ABD'ye 'mesaj' olarak başının kesilmesinden endişe ediliyor,928,0
 IŞİD Irak'ta Amerikalı Foto Muhabirinin Başını Kesti,2067,1
 Bosna-Hersek: Yedi İlkokul Öğrencisi Beş Günlük Geziden Sonra Hamile Kaldı,2508,1
" Ne yazık ki, Balkabağı Baharatlı Kondomlar Artık Bir Şey Değil",2055,1
" Hamile olduğunu bilmeyen rahibe, mide ağrısıyla hastaneye gittikten sonra doğum yaptı",2479,0
#HairGate: iPhone 6 Müşterileri Telefonun Saçlarını Yolduğundan Şikayetçi,1867,0
 Merhum Eşinin Kaybolan Sesli Mesajı Bulununca Bir Koca Gözyaşlarına Boğuldu,1208,1
" Hayır, bir örümcek (muhtemelen) birkaç gün boyunca bir adamın vücudunda sürünmedi",1579,0
 Ann Arbor pizza dağıtım sürücüsü 2.000$ bahşişle şaşırtıldı,1358,1
" Michael Brown davasında silah sesine ait ses, uygulama şirketi tarafından doğrulandı",2317,0
 Kayıp Amerikalı Foto Muhabiri James Foley'in Suriye'de IŞİD Tarafından İnfaz Edildiği Bildirildi,1093,0
" Brian Williams, Yanlış İdrar Raporları Nedeniyle Sosyal Medyadan Özür Talep Ediyor (Video)",1968,1
" Apple Watch kullanıcılarının her gece şarj etmeleri gerekecek, şirket lansmandan önce çalışma süresini iyileştirmek için çalışmaya devam ediyor",470,0
 Amazon'un ilk fiziksel mağazasının Manhattan'da açılacağı söyleniyor,941,0
" Avukat: Yeni ses kaydı, Michael Brown vurulduğunda silah sesindeki duraklamayı ortaya koyuyor",816,1
 Suudi din adamı kardan adamlara fetva verdi,1064,1
 ABD Milletvekili: Güney Sınırından Geçen On IŞİD Savaşçısı Yakalandı (Video),1764,0
 Pizza dağıtımcısına tek bir teslimat için 2.000 dolardan fazla bahşiş veriliyor,2532,1
" Meksika, Toplu Mezarda Ölenler Arasında Öğrencilerin Olmadığını Söyledi",2334,0
" İngiliz Adam, Halk İçinde Hapşıran İnsanlara Tokat Atıyor",1952,0
" İskoçya'daki tren istasyonunda terk edilmiş halde bulunan köpek, bavul dolusu eşyayla birlikte bulundu",1000,1
 Silahlaştırılmış Ebola mı? IŞİD Militanlarının Ölümcül Virüse Yakalandığı Söyleniyor,1615,0
 IŞİD'in Irak askerlerine karşı klor gazı kullandığı iddia edildi,1136,0
" Hayır, Irak'ta herhangi bir Ebola vakası yok",1506,0
 Gazeteci James Wright Foley'in IŞİD tarafından başının kesildiği bildirildi,1966,0
" KİM BENİMLE YEMEK YİYİN: Domuzcuk başkan Kim Jong-un, KÖPEK servis eden İngiltere restoranı açacak",1756,0
 İtalyan balıkçı 280 kiloluk devasa yayın balığı yakaladı,1338,1
 IŞİD Militanlarının Ebola'ya Yakalandığı İddia Edildi,2025,0
 Nijerya: Ateşkesin bildirilmesinin ardından kaçırılan kız öğrencilerin geri dönmesine yönelik umutlar arttı,1139,0
 James Foley celladının İngiliz rapçi olduğu söylendi Daha fazlasını okuyun: James Foley celladının İngiliz rapçi olduğu söylendi,2528,0
" ABD ve İngiltere, gazeteci James Foley'i kafasını kesen İngiliz asıllı militanı rapçi olarak görüyor",616,0
" Rahibe Karın Ağrılarından Şikayetçi Oldu, Daha Sonra Erkek Bebek Doğurdu",534,0
 Toplu mezarlarda bulunan cesetler arasında Meksikalı öğrenciler yok,777,0
 Kim Jong-un'un Her İki Bileğini Kırdığı ve Hastaneye Kaldırıldığı İddia Ediliyor,1296,0
"Rapor: Michael Phelps'in Tinder 'Kız Arkadaşı' Erkek Olarak Doğdu; ""Devre Arasında Seviştik""",568,0
 Twitter'da yayılan söylentilerin ardından yüzlerce kişi Fidel Castro'nun 'ölümü' için yas tutuyor (ama acaba onu yakın zamanda görevinden ayrılan Nairobi'den Fidel Castro Odinga ile mi karıştırıyorlar?),2009,0
" IŞİD, YouTube Videosunda Amerikalı Foto Muhabirinin Kafasını Kesmiş Gibi Görünüyor",1336,0
" FB'deki Kadın: 41 Yaşındayım, İnterseks'im ve İlk Buluşmada Michael Phelps'le Sikiştim",2454,0
" CNN, Michael Brown Saldırısından İddia Edilen Ses Kaydını Yayımladı",1916,0
" Nijerya, Boko Haram ile ateşkes ve kaçırılan kızlar konusunda anlaşmaya vardığını iddia ediyor",2356,0
 Kız arkadaşı tarafından terk edilen adam kendi penisini kesti,1560,0
 Boko Haram'ın 'Ateşkesi'nin İhlal Edilmesinin Ardından Kızların Serbest Bırakılmasına Yönelik Umutlar Tükendi,1430,0
" Papa, köpeklerin cennete gidebileceğini söyledi: 'Cennet, Tanrı'nın tüm yaratıklarına açıktır'",1651,1
" TEXAS HİNDİ ÇİFTLİĞİ EBOLA İLE KİRLENDİ, 250.000'DEN FAZLA TATİL HİNDİ ENFEKTE OLDU",2210,1
 Glenn Beck'in 11 Kayıp Jetle İlgili Endişeleri Neler Olabilir?,2010,0
IŞİD Militanları ABD'li Gazeteci James Wright Foley'in Başını Kestiklerini İddia Ediyor,2386,0
" KÜÇÜK BİR METEOR NİKARAGUA'YA ÇARPIYOR, HÜKÜMET SÖYLÜYOR",1056,0
"Meksika, toplu mezarda kayıp 43 öğrencinin bulunup bulunmadığını araştırıyor",1405,0
" Jeh Johnson, Duncan Hunter'ın DEAŞ'ın Meksika üzerinden ABD'ye girdiği iddiasını çürüttü",2249,1
" Bir IŞİD Katliamı Daha: IŞİD, Klor Gazıyla 300 Irak Askerini Öldürdü",2224,0
" Hayır, IŞİD militanları ABD sınır devriyesi tarafından yakalanmadı",2385,1
" Video: Denizci, Taliban keskin nişancı saldırısından sonra kaskı sayesinde kurtuldu",743,1
" Mutsuz Müşteri: Comcast, Şikayetim Hakkında İşverenime Bilgi Verdi ve Beni İşten Çıkardı",2133,0
 Christian Bale Steve Jobs Filminden Çıktı (Özel),2343,0
 Cook'un Apple Watch'un duşa dayanıklı olduğunu ve bir gün sürdüğünü doğruladığı söylendi,1289,0
" IŞİD, YouTube Videosunda Amerikalı Foto Muhabirinin Kafasını Kesmiş Gibi Görünüyor",2386,0
 Durex'in Söylentilere Göre 'Pumpkin Spice' Kondomu Hakkındaki Görüşü: Yorum Yok,2055,0
 Predator İHA'nın Suriye'deki IŞİD yuvasının üzerinde görüldüğü bildirildi; hava saldırıları IŞİD hedeflerini vurdu,1657,0
" SON DAKİKA: IŞİD, 2012 yılında kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kesiyor -@BNONews",2147,0
 IŞİD Videosu: Amerika'nın Havadan Attığı Silahlar Artık Bizim Elimizde,2295,0
 ABD Milletvekili: Güney Sınırından Geçen On IŞİD Savaşçısı Yakalandı (Video),1376,0
 Doğrulanmamış raporlara göre ISIS İngiltere rehinesi David Haines'in kafası kesildi,2306,0
 IŞİD'in savaşçılarının 'virüse yakalanması' sonrasında İngiltere'ye EBOLA saldırısı başlatabileceği endişesi,1891,0
 Ürdün Kralı IŞİD Baskınlarına Kişisel Olarak Katılabilir,1787,0
 HBO'nun Yeni Ayrık Yayın Hizmeti Lansmanı İçin Apple ile Görüşmelerde Olduğu Bildirildi,1534,0
 Boko Haram ile varılan anlaşmanın ardından 200'den fazla kaçırılan Nijeryalı kız serbest bırakılacak,2144,0
 Batmobil çalınmadı: Polisler,2135,1
" Apple, tamamen yeniden tasarlanmış 12 inçlik bir MacBook Air'ı piyasaya mı sürecek?",1013,0
Rapor: Güney Sınırında 36 Saatte 4 IŞİD Teröristi Yakalandı,2266,0
 'Hairgate': iPhone 6 kullanıcıları 'bendgate' sonrası Apple'ın son sorunuyla karşı karşıya,1519,0
" Rahibe, Yoğun Karın Ağrıları Çektikten Sonra Erkek Bebek Doğurdu",1720,0
 Ateşkes iddiasına rağmen Nijerya Boko Haram baskınlardan sorumlu tutuldu,2356,0
 KORKU: IŞİD Savaşçılarının Ebola'ya Yakalandığı Bildirildi,1506,0
 Derisinin Altında Bir Örümceğin Yuva Yaptığını Söyleyen Adam Mı? Uzmanlar Diyor ki…,2338,0
 Big Bank Hank öldü: Sugarhill Çetesi üyesi ve rapçi 57 yaşında öldü,2340,0
" Google, Pacific Shores'un büyük bir bölümünü ve simgesel Redwood City ofis parkını satın alacak",2078,1
 IŞİD Ebola'ya Yakalanıyor,1891,0
 James Foley 'cesur ve yorulmak bilmez' gazeteci olarak anılıyor,2388,0
" Parliament Hill saldırısı: Silahlı Çavuş Kevin Vickers, Ottawa'daki silahlı saldırganı alt eden aile kahramanı",2113,0
" CNN, Michael Brown Saldırısından İddia Edilen Ses Kaydını Yayımladı",1817,0
" Seth Rogen, Christian Bale'in Steve Jobs Filminde Apple'ın Steve Wozniak'ını Canlandırmaya Hazırlanıyor (Özel)",1746,0
 Amazon'un Netflix'ten Daha Ucuz Olacak Reklam Destekli Bir Video Hizmeti Planladığı Bildirildi,2152,0
 Kötü Bir İngilizce İsimden Kaçınmak İçin Çince Rehber,2260,-1
 iOS 8 Tercihlerini Sıfırlamak iCloud Dosyalarını Silebilir,1351,0
