Headline,Body ID,Stance
Al Qaida hostage killed in raid,1844,0
REPORT: The Batmobile Might Have Been Stolen In Detroit,1313,0
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2235,0
Has Ebola infected Isis militants in Mosul?,1689,0
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1966,0
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,1971,1
Militant Group Says It Killed American Journalist in Syria,1471,0
"No, Banksy hasn’t been arrested",2362,1
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,2084,0
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2139,1
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2067,0
Texas plumber threatened over jihadis using his old truck,2242,1
Islamic State claims to have beheaded American journalist,2388,0
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1791,0
Watch: US Marine saved by helmet after being shot by Taliban sniper,2360,1
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,726,0
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,2443,0
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,2471,0
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',416,0
Now the Vogue Rats Are Chewing Through Couture,1693,0
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1298,0
"Web Portal publishes death of ""Dog Whisperer""",1796,1
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1016,0
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2113,0
Boko Haram denies ceasefire claim by Nigeria's government,2144,0
ISIL Beheads American Photojournalist in Iraq,206,1
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",2039,0
WHO says reports of suspected Ebola cases in Iraq are untrue,2075,0
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",2047,0
Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2153,0
Is Kim Jong-un’s sister now the power behind the North Korean throne?,2048,0
Is Kim Jong Un's sister Kim Yo Jong in charge?,1836,0
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1690,0
"Is There Really a ‘Sharia Law’ Islamic Tribunal in Dallas, Texas?",1436,0
Ferguson riots: audio may have captured Michael Brown shooting,693,0
Questions raised over Nicaragua 'meteorite',1913,0
Large space object slams Nicaragua’s capital as asteroid passes Earth,1622,0
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1959,1
Report: Jose Canseco accidentally shot,869,0
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",917,1
Conflicting reports on alleged IS capture of Canadian woman,1168,0
Staff Reporter,2420,0
Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy,862,1
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1739,1
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2191,0
ISIS Militant “Jihadi John” Identified As Young West Londoner,1219,1
Video Purports To Show Beheading Of U.S. Journalist By Militants,1288,0
"Meet Magneto Boy, the kid who attracts metal with his body",2109,0
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1959,1
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,1740,1
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1661,0
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,2501,1
Saudi Arabia 'fatwa over building of snowmen',1498,0
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1392,-1
New Audio Allegedly Captures Moment Michael Brown Was Shot,2317,0
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,2528,0
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,2061,-1
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1480,0
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1814,-1
N Korean leader misses annual ritual; sister ‘takes over duties’,817,0
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1295,0
Tropical spider 'burrowed under man's skin through scar' - video report,1880,0
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,959,0
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2249,0
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,2295,0
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,2410,0
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",844,1
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",427,0
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2475,-1
Nigeria says ceasefire agreed with Boko Haram,1027,0
Boko Haram Denies Nigeria Cease-Fire Claim,1885,1
Nigeria says ceasefire agreed with Boko Haram,557,0
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1893,0
7 Bosnian teens get pregnant on school trip,2508,1
"These LEGO Instructions from 1974 Are Awesome (And Yes, They're Real)",1969,0
CNN Plays Alleged Recording of Michael Brown Shooting,2250,0
ISIS Beheads American Journalist James Foley in Video Message to U.S.,2524,1
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,2406,0
"Meteorite makes big crater in Nicaragua, government says",1731,1
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,2286,1
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1336,1
Lebanon 'holding IS leader's daughter and ex-wife',538,0
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1904,0
"And finally: Apple Watch to launch 9 March with 100,000 apps",2090,0
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,2165,1
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1891,0
"Woman detained in Lebanon is not Isis leader’s wife, says Iraq",2268,0
"Small meteorite strikes Nicaragua, government says",1731,0
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1139,0
Kim Jong-un drinks rare snake wine to boost love life!,832,0
"It was me! Student, 19, reveals SHE was the Teletubbies' giggling baby in the sky - and was paid just £250 and a box of toys",649,1
Missing American journalist reportedly beheaded by Islamic State ,1116,0
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2345,0
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",2028,0
Lynch Mob Castrates Alleged Rapist In Rajasthan,2005,1
WHO says reports of suspected Ebola cases in Iraq are untrue,1689,0
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2266,0
Meteorite leaves crater in Nicaraguan capital Managua,2264,0
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,1269,0
Al Qaida hostage killed in raid,2247,0
Letter From Lego To Parents In The '70s Makes An Important Point About Gender,2171,1
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1372,-1
Heartbroken girl spends week in KFC after getting dumped,2043,1
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1594,-1
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",2052,-1
Questions raised over Nicaragua 'meteorite',1573,0
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1588,0
Kim Jong-un 'Had Surgery on Fractured Ankles',1465,0
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2477,0
Microsoft turns to robotic security guards to watch for trouble,687,1
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2202,0
First Human Death Confirmed From Eating GMO [Satire],2013,0
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1223,1
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",1291,0
Christian Bale Won't Play Steve Jobs After All,2343,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female,808,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",991,0
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1667,0
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,136,1
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,1981,1
Boston.com retracts claim about racist email from professor,1075,1
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,2175,0
"No, Banksy has not been arrested (sigh)",2051,1
Staff Reporter,1711,1
Weatherman caught peeing live on camera,1855,0
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,1575,0
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",608,0
"#Daysofdarkness: No, There Won't Be Six Days Of Darkness In December",1491,1
Man discovers spider living under his skin during Bali vacation,1923,-1
Boko Haram denies it has agreed ceasefire,1430,0
Vogue's new digs are reportedly swarming with rats,2106,0
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,2055,0
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,2511,0
Pumpkin Spice condoms? Don't fall for this hoax.,1708,0
Ottawa Gunman Identified As Michael Zehaf-Bibeau,2214,1
CNN Posts Alleged Audio of Michael Brown Shooting,816,0
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1638,1
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,482,1
7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2504,1
Nigeria says it has deal with Boko Haram to release kidnapped girls,423,0
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,2408,0
Kim Jong-un: obese leader 'fractured both ankles',1296,0
ISIS Beheads American Journalist,2096,0
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1079,0
Islamic State Leader al-Baghdadi “Not Dead”,1634,0
Mexico prosecutor: Students not in 1st mass graves,1984,1
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1597,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1531,1
ISIS Appears To Behead American Photojournalist In YouTube Video,2450,0
Report: Amazon to Launch Ad-Supported Streaming Service,2152,0
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2367,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1249,0
"Meteorite makes big crater in Nicaragua, government says",9,1
Kim Jong-Un 'bans the name Kim Jong-un',2032,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2445,-1
"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",1488,0
White House Fence Jumper Pushed Past Female Guard,1017,1
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2266,0
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,2142,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1589,1
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,348,1
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2250,0
Audio of gunfire in Michael Brown case authenticated by app company,2149,0
"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",2479,0
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,731,0
Media outlets identify 'Jihadi John',939,0
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,2343,0
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,1107,0
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,902,0
Michael Zehaf-Bibeau was shot nearly a dozen times before Kevin Vickers fatally wounded him,2113,0
Iraqi media says ISIS militants have contracted Ebola,2025,0
"Obama, Outraged Over Beheading, Vows to Stay on Course",1721,0
Audio recording allegedly captures moment Michael Brown was shot,1715,0
"North Korean leader Kim Jong-un not missing, just having ankle surgery",856,0
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1195,0
Former British Rapper Reportedly Under Investigation for James Foley Beheading,405,0
Christian Bale will not play Steve Jobs,1019,-1
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,2005,1
Italian catches huge wels catfish; is it a record?,331,0
KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,2296,1
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2385,1
Watch: US Marine saved by helmet after being shot by Taliban sniper,95,1
Militant Group Says It Killed American Journalist in Syria,1011,0
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1804,1
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2118,0
Christian Bale won't play Steve Jobs,1019,-1
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,2362,1
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2067,1
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2139,0
ISIS Beheads American Journalist,2495,0
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,381,0
Comcast blocks Tor,1572,0
Italian fisherman catches monstrous 280-pound catfish,1028,1
Video: Marine survives Taliban sniper headshot thanks to helmet,115,1
Journalist James Wright Foley reportedly beheaded by ISIS,903,0
Nigeria says ceasefire agreed with Boko Haram,1340,0
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",984,0
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1589,0
NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,1651,1
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",933,0
"Vice's Shane Smith drops $300,000 on Vegas dinner",1268,1
Will King of Jordan lead airstrikes on ISIS HIMSELF? Reports say trained pilot plans to take part in attack after quoting Clint Eastwood's Unforgiven to Congressmen,2433,0
Tiger Woods serving secret PED suspension?,1339,0
ISIS executioner 'Jihadi John' named by media,2123,0
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1925,-1
Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,599,0
Former British Rapper Reportedly Under Investigation for James Foley Beheading,616,0
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",1540,0
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",2472,0
Bali Awry,1819,0
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,2399,0
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1016,0
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2250,0
Reports: Islamic State uses chlorine gas against Iraqi forces,2224,0
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1019,1
Kim Jong-un 'so fat he has fractured his ankles',1972,0
Magic mushroom found growing at Buckingham Palace,1258,1
New Audio Allegedly Captures Moment Michael Brown Was Shot,1934,0
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",847,0
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,2147,0
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1222,0
Alleged audio of Michael Brown shooting has surfaced,1605,0
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,2528,0
Woman spends a week in KFC to get over her break up,1225,1
Audio of gunfire in Michael Brown case authenticated by app company,2345,1
Soldier shot near Canadian parliament building,2156,1
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1077,0
Batmobile wasn't stolen: Cops,2519,1
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2266,0
ISIS Getting Ebola,1807,0
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,2208,0
WHO says reports of suspected Ebola cases in Iraq are untrue,2060,1
Video messaging service verifies timing of CNN audio recording,1446,0
Apple Orders More Than 5 Million Watches for Initial Run,1395,0
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1564,-1
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",1572,0
TBS Speeds up SEINFELD by 7.5% to Add 2 More Minutes of Commercials,2314,1
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1589,0
Lebanon 'holding IS leader's daughter and ex-wife',1267,0
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1267,0
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,1871,0
20-year-old burger: McDonald's Quarter Pounder looks eerily new after 2 decades,2474,1
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1594,1
If Only A Bird Really Did Poop on Putin,1087,-1
NBC weatherman caught urinating in the woods live on air,2511,0
Reports: Islamic State uses chlorine gas against Iraqi forces,1233,0
Is Durex Planning To Release A Pumpkin Spice Condom?,2354,0
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,1338,0
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,972,1
Michael Brown shooting audio caught on tape?,1564,0
Does Vogue's New Office Have a Rat Infestation?,2520,0
Isis tells mother on rescue mission :’You’ve just eaten your son’,1956,0
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1506,0
The Arrest of the ISIS Leader's Wife and Son,1004,0
Boko Haram Denies Nigeria Cease-Fire Claim,2530,0
‘Feminist’ says she aborted baby because it was a boy,2014,-1
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",690,0
Nigeria says ceasefire agreed with Boko Haram,1430,0
ISIS Appears To Behead American Photojournalist In YouTube Video,1744,0
"NYPD to issue tickets instead of arrest for weed possession, report says",2237,0
Wife and child of Islamic State leader Baghdadi held in Lebanon,2155,0
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1168,0
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",2354,1
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1780,0
"Jose Canseco injured in accidental shooting, per reports",2352,0
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1011,0
"In Vogue vs Rats War, the Rats Are Winning",2072,0
Alleged audio of Michael Brown shooting released,1818,0
Banksy arrest hoax: US website claims street artist caught in Watford,1884,1
Jihadi John identity revealed as Mohammed Emwazi: live,2202,0
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,2443,0
This Kid Made $72 Million During Lunch,1781,0
Watch: US Marine saved by helmet after being shot by Taliban sniper,2267,1
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,831,0
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2385,1
Crank-Boosting Behind Top Apps in App Store,515,1
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1471,1
Video shows ISIL beheading of photojournalist James Foley,1580,1
You all had an abortion! [Google Translate],2304,0
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,2180,1
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1844,0
The Arrest of the ISIS Leader's Wife and Son,931,0
Isis claims to behead US journalist,1658,0
ISIS Hostage Alan Henning's Wife Invokes Sharia Law in New Plea,1416,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1744,0
Eyewitness Says Viral Video of Homeless Man Was Staged,1611,0
Boko Haram ceasefire ignored as violence flares in Borno state,1540,1
Met police denies reports of Banksy arrest,974,-1
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1011,0
CNN Airs Alleged Audio from Michael Brown Shooting,1564,0
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1461,0
Islamic State claims to have beheaded American journalist,2047,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1860,-1
Cold Turkey,2397,0
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2144,0
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1356,0
Mexico checks if 43 missing students in mass grave,1427,0
Psychoactive magic mushroom found in grounds of Buckingham Palace,2478,1
ISIS Appears To Behead American Photojournalist In YouTube Video,1206,0
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2338,0
Meteorite strike in Nicaragua puzzles experts,1573,-1
"Batmobile stolen in Detroit? Good one, joker!",684,1
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1262,0
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,568,0
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2471,0
Video Purports To Show Beheading Of U.S. Journalist By Militants,694,0
ISIS Kobani Update: Possible ISIS Chemical Attack On Kurdish Civilians In Kobani,1895,0
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,557,0
State House time capsule from 1795 unearthed,971,1
Source: Tom Brokaw Wants Brian Williams Fired,1570,0
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1747,0
Apple May Or May Not Hold An Event On The 24th Of February [Rumor],1463,0
James Foley remembered as 'brave and tireless' journalist,1744,0
ISIS Getting Ebola,2060,-1
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1312,1
Unverified video shows beheading of aid worker David Haines,2440,0
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,789,0
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1795,-1
Alleged audio of Michael Brown shooting released,1605,0
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2481,0
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",1925,1
"So, There Might Be a Rat Infestation at Vogue",2520,0
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1739,1
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,2336,0
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",220,1
NASA: Viral news on days of darkness in December is hoax,348,1
Son Pays Off His Parents’ Mortgage for Christmas,2459,1
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,933,0
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,1024,0
WHO says reports of suspected Ebola cases in Iraq are untrue,1778,1
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,779,1
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1198,1
Islamic State claims it executed American photojournalist James Foley,1206,0
“Willie Nelson dead 2015” : Guitarist killed by internet death hoax,2186,1
Meteorite strike in Nicaragua puzzles experts,1594,-1
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1865,0
ISIL video claims beheading of kidnapped journalist James Foley,608,0
"Unconfirmed: ISIS Claims Kayla Mueller, American Female Hostage, Is Dead",1293,0
ISIL video claims beheading of kidnapped journalist James Foley,1721,0
US confirms death of Somalia terror group leader,2374,1
Tropical spider burrows under man's skin through scar,1819,1
The Case of the Stolen Batmobile Has Been Solved,684,0
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1746,0
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,1598,0
ISIS Appears To Behead American Photojournalist In YouTube Video,1966,0
What Glenn Beck Fears May Be Done With the 11 Missing Jets,920,0
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2250,0
Source: Tom Brokaw Wants Brian Williams Fired,1507,0
Apple Watch reportedly set to ship in the U.S. by March,2273,0
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,1363,0
Someone painted a graffiti dick on a $2.5 million car,1144,0
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,1950,1
"ISIS Unleash ""Scorpion"" Bombs In Iraq",776,1
Islamic State claims it executed American photojournalist James Foley,1288,0
US confirms death of Somalia terror group leader,1423,1
Seven girls as young as 13 become pregnant on a school trip,1804,1
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,567,0
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,1780,0
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1219,1
Meet the X-BOY: Electric shock turns kid into MAGNETO,2203,0
"Audio captured at time of Michael Brown shooting, company says",1379,1
According to some Russians this dark figure stumbling through the snowy woods is a Yeti - and they even have a footprint. Hmmmmm,2377,0
A really devoted man spent $460 on surgery for his constipated goldfish,1707,1
Doubts cast over Nicaragua meteorite claim,1068,0
Luke Somers 'killed in failed rescue attempt in Yemen',2247,0
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1588,0
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,534,0
Iraqi media: ISIS militants have contracted Ebola,2060,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1790,0
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,2137,-1
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,1292,1
Insurgents killed in Nigeria despite alleged truce with Boko Haram,423,0
"Meet Magneto Boy, the kid who attracts metal with his body",887,1
Saudi cleric issues fatwa against building snowmen,2456,1
Graphic Photo: Oliver Ilic Uses Razor Blade To Slice Off Own Manhood After Girlfriend Broke Up With Him,1560,0
Sugarhill Gang rapper Big Bank Hank dies at age 57,2398,1
Pentagon: Somali terror group leader killed in U.S. airstrike,1835,0
"So, There Might Be a Rat Infestation at Vogue",1543,0
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",1174,1
Saudi cleric says snowmen are anti-Islamic,1266,0
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,1949,0
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1965,-1
Islamic State claims it executed American photojournalist James Foley,1721,0
"Jose Canseco injured in accidental shooting, per reports",2000,0
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),1404,0
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,847,0
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2093,0
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1681,0
WTC rats scare off Anna Wintour,834,1
Video shows ISIL beheading of photojournalist James Foley,1589,1
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,712,0
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,324,0
Video shows ISIL beheading of photojournalist James Foley,1679,0
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",2093,0
"Tropical spider burrows under man's skin, lives there for three days",2042,-1
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2385,0
Israel denies causing Gaza floods by opening dams,1803,-1
ISIS Reportedly Beheads American Photojournalist in Iraq,991,0
